Phone_service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Age_s,Number_Dependents_s,Number_Referrals_s,Tenure_s,Average_Monthly_Long_Distance_Charges_s,Average_Monthly_GB_Download_s,Monthly_Charge_s,Total_Charges_s,Total_Refunds_s,Total_Extra_Data_Charges_s,Total_Long_Distance_Charges_s,Churn
Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.42622950819672134,0.0,0.09090909090909091,0.7323943661971831,0.8349669933986799,0.26506024096385544,0.017473233404710922,0.0,0.0,0.0,0.001211975002297583,1
Yes,No,Yes,DSL,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.09836065573770492,0.0,0.0,0.19718309859154928,0.0,0.5542168674698796,0.0980728051391863,0.10711007385453475,0.0,0.0,0.0048852357320099266,1
Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,0.47540983606557374,0.0,0.0,0.49295774647887325,0.0,0.25301204819277107,0.030406852248394005,0.0,0.0,0.0,0.0,0
Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,0.2295081967213115,0.0,0.0,0.0,0.0,0.25301204819277107,0.06124197002141328,0.0,0.0,0.0,0.0,0
Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6885245901639344,0.0,0.0,0.619718309859155,0.0,0.04819277108433736,0.6505353319057816,0.0,0.0,0.0,0.002877722635787152,0
Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.5245901639344263,0.0,0.0,0.9859154929577465,0.0,0.22891566265060245,0.06903640256959316,0.0,0.0,0.0,0.002059208712434519,0
Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.4918032786885246,0.0,0.09090909090909091,0.8450704225352113,0.0,0.3132530120481928,0.026038543897216274,0.7131852242934021,0.0,0.0,0.0034894540942928044,0
Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.18032786885245905,0.0,0.0,0.14084507042253522,0.7777555511102221,0.3373493975903614,0.008993576017130621,0.09500296978023626,0.0,0.0,0.12282878411910671,1
Yes,No,Yes,Cable,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Mailed Check,0.6065573770491803,0.0,0.6363636363636364,0.323943661971831,0.0,0.012048192771084341,0.04334047109207709,0.0,0.0,0.0,0.00013785497656465398,0
Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.5409836065573771,0.0,0.0,0.8028169014084507,0.8935787157431487,0.07228915662650603,0.6907922912205569,0.0,0.0,0.0,0.7440894678797906,0
Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.9180327868852459,0.0,0.09090909090909091,0.08450704225352114,0.0,0.3012048192771084,0.1460385438972163,0.0,0.0,0.0,0.006723302086205312,1
Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.5081967213114754,0.0,0.18181818181818182,1.0,0.0,0.16867469879518074,0.10321199143468952,0.0,0.0,0.0,0.7948717948717948,0
Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.6557377049180328,0.0,0.0,0.4507042253521127,0.0,0.20481927710843376,0.0,0.0,0.0,0.0,0.16708884753239592,0
Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.2622950819672132,0.0,0.09090909090909091,0.22535211267605634,0.0,0.10843373493975905,0.188779443254818,0.0,0.0,0.0,0.004755996691480562,1
Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,0.29508196721311475,0.25,0.6363636363636364,0.8309859154929577,0.0,0.3132530120481928,0.10321199143468952,0.0,0.0,0.0,0.0005858836503997794,0
Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.8688524590163934,0.0,0.09090909090909091,0.9859154929577465,0.0,0.26506024096385544,0.08625267665952892,0.0,0.0,0.0,0.7652760545905708,0
Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.09836065573770492,0.0,0.5454545454545454,1.0,0.4970994198839768,0.5421686746987953,0.9734475374732335,0.0,0.0,0.0,0.0037393162393162395,0
Yes,Yes,Yes,Cable,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,0.18032786885245905,0.0,0.09090909090909091,0.8169014084507042,0.0,0.6144578313253013,0.1799571734475375,0.0,0.0,0.0,0.002599140703979414,0
Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.5737704918032788,0.0,0.09090909090909091,0.4507042253521127,0.0,0.22891566265060245,0.6231263383297645,0.0,0.0,0.0,0.18111559139784947,0
Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8524590163934426,0.375,0.0,0.23943661971830985,0.0,0.6024096385542169,0.20085653104925055,0.0,0.9348227095716336,0.0,0.058571133167907366,1
Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.03278688524590162,0.0,0.09090909090909091,0.7605633802816901,0.0,0.8915662650602411,0.06980728051391864,0.0,0.0,0.0,0.00216834390221487,1
Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.9672131147540984,0.0,0.0,0.5070422535211268,0.5391078215643129,0.1807228915662651,0.036402569593147756,0.0,0.0,0.0,0.0037766519621358335,1
Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.0655737704918033,0.0,0.0,0.6338028169014085,0.0,0.8313253012048194,0.07725910064239828,0.5786991762609567,0.0,0.0,0.0,1
Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.18032786885245905,0.25,0.09090909090909091,0.3098591549295775,0.6983396679335867,0.3373493975903614,0.7173447537473234,0.0,0.0,0.0,0.23059978402720338,0
Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.0,0.0,0.0,0.8450704225352113,0.0,0.8072289156626506,0.1804710920770878,0.0,0.0,0.0,0.17886970407131697,0
Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.8688524590163934,0.0,0.09090909090909091,0.08450704225352114,0.0,0.1807228915662651,0.017473233404710922,0.0,0.17339618774339008,0.0,0.004147137211653341,1
Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,0.7704918032786886,0.0,0.36363636363636365,0.8450704225352113,0.0,0.0,0.08693790149892934,0.5885384481548366,0.0,0.0,0.003317135373586987,0
Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,0.9344262295081968,0.0,0.0,0.18309859154929578,0.0,0.0,0.6753747323340471,0.0,0.0,0.0,4.020770149802409e-05,0
Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,0.8688524590163934,0.0,0.5454545454545454,0.6056338028169015,0.0,0.3373493975903614,0.14578158458244111,0.0,0.0,0.0,0.005761189228931165,0
Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.7377049180327869,0.0,0.0,0.4084507042253521,0.0,0.3012048192771084,0.188779443254818,0.0,0.0,0.0,0.0023004549214226634,0
Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7213114754098361,0.0,0.0,0.014084507042253521,0.0,0.1927710843373494,0.8209850107066381,0.0,0.0,0.0,0.021499632386729164,1
Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.9672131147540984,0.0,0.09090909090909091,0.056338028169014086,0.0,0.14457831325301207,0.2020556745182013,0.04127094594999969,0.0,0.0,0.0025933967466225533,1
Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.5081967213114754,0.0,0.4545454545454546,0.35211267605633806,0.0,0.0963855421686747,0.06021413276231264,0.0,0.0,0.0,0.004899595625402077,0
Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.7704918032786886,0.0,0.09090909090909091,0.3098591549295775,0.0,0.0,0.12059957173447539,0.0,0.0,0.0,0.0056204622736880806,0
Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.3606557377049181,0.375,0.8181818181818182,0.7042253521126761,0.0,0.8795180722891567,0.18055674518201284,0.0,0.0,0.0,0.3988402950096499,0
Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.39344262295081966,0.125,0.0,0.25352112676056343,0.0,0.20481927710843376,0.08616702355460386,0.0,0.0,0.0,0.15469913151364764,1
Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,0.19672131147540983,1.0,0.18181818181818182,0.7464788732394366,0.0,0.8795180722891567,0.6847965738758031,0.0,0.0,0.0,0.0003101736972704715,0
Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,No,No,One Year,No,Bank Withdrawal,0.8852459016393442,0.0,0.36363636363636365,0.28169014084507044,0.0,0.1927710843373494,0.1976017130620985,0.0,0.0,0.0,0.0034549903501516406,0
Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7704918032786886,0.0,0.0,0.943661971830986,0.0,0.3132530120481928,0.19777301927194862,0.0,0.0,0.0,0.005043194559323592,0
Yes,No,Yes,Cable,Yes,No,Yes,Yes,No,No,No,No,Two Year,Yes,Bank Withdrawal,0.6721311475409837,0.0,0.09090909090909091,0.9295774647887325,0.0,0.13253012048192772,0.10312633832976445,0.0,0.0,0.0,0.0006864029041448397,0
Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,0.8032786885245903,0.0,0.18181818181818182,0.5492957746478874,0.0,0.1927710843373494,0.01841541755888651,0.0,0.5716335314613651,0.0,0.0,0
Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.5573770491803279,0.0,0.09090909090909091,0.22535211267605634,0.0,0.024096385542168676,0.0521627408993576,0.16186202221035642,0.0,0.0,0.006763509787703337,0
Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,0.5081967213114754,0.375,0.4545454545454546,0.47887323943661975,0.0,0.6626506024096386,0.14620985010706639,0.0,0.0,0.0,0.0015939481665288118,0
Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8032786885245903,0.0,0.0,0.35211267605633806,0.0,0.1204819277108434,0.1468950749464668,0.2732977759645786,0.0,0.0,0.005841604631927213,1
Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,0.34426229508196726,0.0,0.0,0.971830985915493,0.0,0.22891566265060245,0.06029978586723769,0.0,0.0,0.0,0.005175305578531385,0
Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7868852459016394,0.0,0.0,0.056338028169014086,0.9145829165833167,0.04819277108433736,0.1460385438972163,0.0,0.0,0.0,0.0034636062861869315,1
Yes,No,Yes,Cable,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,0.34426229508196726,0.125,0.18181818181818182,0.49295774647887325,0.0,0.20481927710843376,0.45952890792291223,0.0,0.0,0.0,0.0,0
Yes,No,Yes,Cable,No,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,0.459016393442623,0.0,0.0,0.7605633802816901,0.5531106221244249,0.2891566265060241,0.13721627408993575,0.0,0.0,0.0,0.4367561575222866,0
Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,0.42622950819672134,0.0,0.0,0.0,0.0,0.1204819277108434,0.1716488222698073,0.0,0.0,0.0,0.002423950004595166,1
Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,No,No,One Year,No,Bank Withdrawal,0.11475409836065575,0.25,0.4545454545454546,0.3943661971830986,0.0,0.8072289156626506,0.18029978586723772,0.0,0.0,0.0,0.0023061988787795237,0
Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6557377049180328,0.375,0.2727272727272727,0.5915492957746479,0.0,0.6144578313253013,0.17601713062098504,0.0,0.0,0.0,0.001743291057807187,0
Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,0.9672131147540984,0.0,0.18181818181818182,0.9859154929577465,0.0,0.012048192771084341,0.026038543897216274,0.0,0.0,0.0,0.0018552982262659682,0
Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.47540983606557374,0.0,0.0,0.11267605633802817,0.6951390278055611,0.012048192771084341,0.036402569593147756,0.08217591898199533,0.0,0.0,0.08982113316790737,0
Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.47540983606557374,0.375,0.0,0.16901408450704225,0.0,0.8915662650602411,0.062098501070663815,0.1333881292784334,0.005124000819840132,0.0,0.0011545354287289772,1
Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.1639344262295082,0.0,0.0,0.08450704225352114,0.5725145029005801,0.2891566265060241,0.6325481798715203,0.0,0.26706292273006765,0.0,0.002395230217810863,1
Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,0.3606557377049181,0.125,0.09090909090909091,0.8309859154929577,0.0,0.3132530120481928,0.2020556745182013,0.0,0.0,0.0,0.0020333609043286464,0
Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.9016393442622951,0.0,0.09090909090909091,0.7887323943661972,0.9983996799359872,0.22891566265060245,0.19914346895074947,0.0,0.258044681287149,0.0,0.8170405982905983,1
Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,No,No,Month-to-Month,No,Credit Card,0.9672131147540984,0.0,0.0,0.47887323943661975,0.0,0.20481927710843376,0.0,0.0,0.0,0.0,0.2632599255583127,0
Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,0.9672131147540984,0.0,0.0,0.676056338028169,0.7131426285257051,0.012048192771084341,0.16342612419700214,0.0,0.41914326706292276,0.0,0.0,0
Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.5901639344262295,0.0,0.0,0.5492957746478874,0.0,0.07228915662650603,0.06920770877944325,0.495797310998986,0.0,0.0,0.0020161290322580645,1
Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,0.24590163934426235,0.25,0.18181818181818182,0.8450704225352113,0.8571714342868575,0.10843373493975905,0.009164882226980729,0.0,0.0,0.0,0.7506921468615018,0
Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.34426229508196726,0.0,0.0,0.02816901408450704,0.0,0.27710843373493976,0.0278372591006424,0.0,0.0,0.0,0.015396677695064793,1
Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.3770491803278688,0.0,0.0,1.0,0.0,0.13253012048192772,0.12899357601713063,0.9614588520449486,0.0,0.0,0.0,0
Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.639344262295082,0.0,0.09090909090909091,0.22535211267605634,0.8995799159831966,0.10843373493975905,0.0,0.1379477918634021,0.0,0.0,0.005884684312103667,1
Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Credit Card,0.7868852459016394,0.0,0.0,0.7464788732394366,0.0,0.13253012048192772,0.026124197002141327,0.0,0.0,0.0,0.0,0
Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,0.9344262295081968,0.0,0.8181818181818182,0.6619718309859155,0.0,0.03614457831325301,0.18372591006423983,0.0,0.0,0.0,0.0,1
Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7213114754098361,0.0,0.0,0.056338028169014086,0.0,0.24096385542168677,0.14004282655246256,0.042314868699716214,0.0,0.0,0.004899595625402077,0
Yes,No,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,0.29508196721311475,0.125,0.09090909090909091,0.6338028169014085,0.9191838367673536,0.0963855421686747,0.0,0.0,0.0,0.0,0.00030730171859204124,0
Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.836065573770492,0.0,0.0,0.7464788732394366,0.0,0.03614457831325301,0.08950749464668094,0.0,0.0,0.0,0.001240694789081886,1
Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,0.6229508196721312,0.125,0.09090909090909091,1.0,0.0,0.14457831325301207,0.08573875802997859,0.0,0.0,0.0,0.0015853322304935208,0
Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,0.5081967213114754,0.0,0.5454545454545454,0.9295774647887325,0.0,0.25301204819277107,0.11194860813704498,0.0,0.0,0.0,0.0032281040345556477,0
Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.3606557377049181,0.0,0.0,0.0,0.6565313062612523,0.22891566265060245,0.028693790149892935,0.0,0.0,0.0,0.009425834022608217,1
Yes,No,Yes,DSL,No,No,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.4426229508196722,0.0,0.0,0.8169014084507042,0.0,0.04819277108433736,0.11434689507494647,0.0,0.0,0.0,0.005752573292895875,0
Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,0.7049180327868853,0.25,0.09090909090909091,1.0,0.0,0.1927710843373494,0.5982869379014989,0.0,0.02541504406640705,0.0,0.0,0
Yes,No,Yes,DSL,No,No,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,0.459016393442623,0.0,0.0,0.35211267605633806,0.0,0.04819277108433736,0.0980728051391863,0.0,0.0,0.0,0.02434289127837515,0
Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,0.1639344262295082,0.0,0.0,0.4507042253521127,0.5143028605721145,0.5542168674698796,0.06860813704496788,0.0,0.0,0.0,0.0024210780259167355,0
Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.4918032786885246,0.0,0.0,0.47887323943661975,0.0,0.07228915662650603,0.14578158458244111,0.0,0.0,0.0,0.0031735364396654722,0
Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.0,0.0,0.0,0.09859154929577466,0.0,0.21686746987951808,0.1804710920770878,0.06729702002051847,0.0,0.0,0.006640014704530834,1
Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.5081967213114754,0.0,0.18181818181818182,0.9859154929577465,0.0,0.04819277108433736,0.10346895074946467,0.0,0.0,0.0,0.0015106607848543333,0
Yes,Yes,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.6721311475409837,0.0,0.0,0.14084507042253522,0.0,0.13253012048192772,0.4603854389721628,0.0,0.0,0.0,0.006125930521091811,1
Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.9836065573770493,0.375,0.5454545454545454,0.6619718309859155,0.0,0.8795180722891567,0.0689507494646681,0.0,0.0,0.0,0.0054625034463744145,0
Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.1311475409836066,0.0,0.0,0.47887323943661975,0.9125825165033007,0.6867469879518073,0.1974304068522484,0.0,0.0,0.0,0.003466478264865362,0
Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.09836065573770492,0.0,0.0,0.8450704225352113,0.7757551510302061,0.48192771084337355,0.18895074946466808,0.0,0.0,0.0,0.0039001470453083357,0
Yes,Yes,Yes,DSL,No,No,No,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,0.0,0.0,0.5454545454545454,0.676056338028169,0.0,0.46987951807228917,0.03554603854389722,0.31002705799770813,0.0,0.0,0.0001665747633489569,0
Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.2295081967213115,0.125,0.5454545454545454,0.7746478873239437,0.0,0.2891566265060241,0.6496788008565311,0.0,0.0,0.0,0.004733020862053121,0
Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.24590163934426235,0.0,0.0,0.0,0.0,0.27710843373493976,0.0,0.0,0.0,0.0,0.006625654811138682,0
Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6065573770491803,0.0,0.0,0.02816901408450704,0.0,0.1566265060240964,0.18972162740899357,0.0,0.0,0.0,0.0,0
Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.3278688524590164,0.0,0.0,0.0,0.0,0.22891566265060245,0.026295503211991436,0.0,0.0,0.0,0.002599140703979414,1
Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,0.9180327868852459,0.0,0.6363636363636364,0.33802816901408456,0.0,0.26506024096385544,0.1801284796573876,0.0,0.0,0.0,0.27707414300156236,0
Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,0.7704918032786886,0.0,0.0,0.04225352112676056,0.0,0.024096385542168676,0.07066381156316917,0.0,0.0,0.0,0.0,0
Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.11475409836065575,0.0,0.0,0.47887323943661975,0.7969593918783758,0.5542168674698796,0.054389721627408995,0.0,0.0,0.0,0.0005858836503997794,1
Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.9016393442622951,0.0,0.0,0.3098591549295775,0.0,0.3253012048192771,0.08599571734475374,0.0,0.0,0.0,0.0061058266703428,1
Yes,Yes,Yes,Cable,No,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,0.2622950819672132,0.0,0.09090909090909091,0.943661971830986,0.0,0.0963855421686747,0.1891220556745182,0.583150846837334,0.0,0.0,0.0034923260729712345,0
Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.3114754098360656,0.125,0.0,0.676056338028169,0.0,0.10843373493975905,0.06055674518201285,0.0,0.0,0.0,0.0034951980516496647,1
Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,0.6229508196721312,0.0,0.8181818181818182,0.8450704225352113,0.0,0.26506024096385544,0.009250535331905783,0.0,0.030948964951834395,0.0,0.0015709723371013693,0
Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.3114754098360656,0.0,0.0,0.6338028169014085,0.0,0.2891566265060241,0.0006852248394004283,0.0,0.0,0.0,0.0051867934932451065,0
Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.7540983606557378,0.0,0.18181818181818182,0.26760563380281693,0.7771554310862173,0.0,0.0,0.0,0.0,0.0,0.0,0
Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,0.5573770491803279,0.375,0.09090909090909091,0.9295774647887325,0.0,0.3012048192771084,0.18852248394004284,0.0,0.0,0.0,0.0054797353184449955,0
Yes,No,Yes,DSL,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,0.5737704918032788,0.0,0.0,0.08450704225352114,0.0,0.24096385542168677,0.09464668094218416,0.04991030663730883,0.0,0.0,0.0,1
Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.24590163934426235,0.0,0.0,0.15492957746478872,0.0,0.27710843373493976,0.051648822269807285,0.0,0.0,0.0,0.006048387096774193,1
Yes,No,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,0.08196721311475408,0.125,0.4545454545454546,0.7605633802816901,0.9323864772954591,0.3373493975903614,0.062098501070663815,0.0,0.0,0.0,0.00561471831633122,0
Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.11475409836065575,0.0,0.0,0.014084507042253521,0.6147229445889179,0.4457831325301205,0.5905781584582441,0.014368936698684297,0.0,0.0,0.0038656833011671728,1
