Customer_ID,Gender,Age,Married,Number_Dependents,City,Zip_Code,Latitude,Longtitude,Number_Referrals,Tenure,Offer,Phone_service,Average_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Average_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,Tenure_bins,Monthly_Charge_bins,Age_bins
3865-QBWSJ,Male,76,No,2,Courtland,95615,38311609,-121554034.0,0,38,,Yes,0.0,Yes,Yes,Fiber Optic,27.0,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,8.45,3162.65,0.0,0.0,0.0,5.59,0,,,Médio-Alto,Baixo,Baixo
3865-YIOTT,Male,40,Yes,1,San Francisco,94110,37750021,-122415201.0,1,72,,Yes,0.0,Yes,Yes,Fiber Optic,26.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,10.01,0.0,0.0,0.0,0.24,8688.74,0,,,Alto,Baixo,Baixo
3865-ZFZIB,Male,25,No,0,Los Angeles,90077,34102084,-118451629.0,0,19,Offer D,Yes,34.68,No,No,,,,,,,,,,,Two Year,No,Credit Card,0.0,0.0,0.0,0.0,658.92,9.07,0,,,Médio-Baixo,Baixo,Baixo
3865-ZYKAD,Male,77,Yes,0,Sacramento,95831,38494832,-121529447.0,7,69,,Yes,0.0,Yes,Yes,Fiber Optic,14.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,12.09,5785.65,0.0,0.0,10.44,12.09,0,,,Alto,Baixo,Baixo
3866-MDTUB,Female,64,No,0,Los Angeles,90017,34052842,-118264495.0,0,2,,Yes,26.93,No,Yes,DSL,10.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,70.75,0.0,0.0,0.0,53.86,200.76,1,Attitude,Attitude of support person,Baixo,Médio-Alto,Médio-Alto
3870-MQAMG,Female,21,Yes,0,Camp Nelson,93208,36057458,-118591951.0,1,54,Offer B,Yes,0.0,Yes,Yes,Fiber Optic,71.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,14.35,0.0,0.0,0.0,117.72,6010.87,1,Competitor,Competitor had better devices,Médio-Alto,Baixo,Baixo
3870-SPZSI,Female,56,Yes,2,Wilton,95693,38392559,-121225093.0,4,70,Offer A,Yes,0.0,Yes,Yes,Fiber Optic,15.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,17.05,0.0,0.0,0.0,23.05,10196.55,0,,,Alto,Baixo,Baixo
3871-IKPYH,Male,70,No,0,Camarillo,93010,34227846,-119079903.0,0,1,,Yes,0.0,No,Yes,Fiber Optic,12.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,21.01,0.0,0.0,0.0,16.19,13.29,1,Other,Moved,Baixo,Baixo,Baixo
3873-NFTGI,Male,54,No,0,Fresno,93703,36768774,-119762633.0,0,14,Offer D,Yes,0.0,Yes,Yes,DSL,21.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,7.05,0.0,0.0,0.0,258.72,18.27,0,,,Baixo,Baixo,Baixo
3873-WOSBC,Male,58,Yes,0,Catheys Valley,95306,37394411,-120127262.0,1,67,Offer A,Yes,0.0,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,1.06,0.0,0.0,0.0,18.58,3.48,0,,,Alto,Baixo,Baixo
3874-EQOEP,Male,32,No,4,Long Beach,90804,33783047,-1181486.0,0,7,Offer E,Yes,0.0,Yes,Yes,Cable,28.0,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Credit Card,0.0,0.0,12.06,0.0,143.64,4.54,1,Competitor,Competitor had better devices,Baixo,Baixo,Baixo
3877-JRJIP,Male,50,No,0,Hawthorne,90250,33914775,-118348083.0,0,1,,Yes,0.0,Yes,Yes,Cable,28.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.85,59.85,0.0,0.0,22.05,9.09,1,Attitude,Attitude of support person,Baixo,Médio-Alto,Médio-Alto
3878-AVSOQ,Female,68,No,0,La Jolla,92037,32853743,-11725034.0,0,1,,Yes,0.0,No,Yes,Fiber Optic,2.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,23.25,0.0,0.0,0.0,17.06,98.85,0,,,Baixo,Baixo,Baixo
3882-IYOIJ,Female,41,Yes,1,Yorba Linda,92886,33897253,-117792202.0,1,60,Offer B,Yes,0.0,Yes,Yes,Fiber Optic,28.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,23.59,0.0,0.0,0.0,7.08,10.04,0,,,Alto,Baixo,Baixo
3884-HCSWG,Female,51,No,0,Camptonville,95922,39432127,-121099287.0,0,17,,Yes,0.0,No,Yes,Fiber Optic,17.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.0,0.0,0.0,0.0,10.22,1354.72,1,Attitude,Attitude of support person,Baixo,Baixo,Baixo
3884-UEBXB,Female,58,Yes,1,Diamond Springs,95619,38683605,-120811852.0,5,67,,No,,,Yes,DSL,15.0,Yes,Yes,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,12.15,0.0,0.0,0.0,0.0,10.45,0,,,Alto,Baixo,Baixo
3886-CERTZ,Female,57,Yes,0,Fullerton,92831,33879983,-117895482.0,1,72,,Yes,0.0,Yes,Yes,Fiber Optic,11.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,13.25,0.0,0.0,0.0,9.36,10351.16,1,Competitor,Competitor had better devices,Alto,Baixo,Baixo
3887-PBQAO,Female,48,Yes,0,Hermosa Beach,90254,3386532,-118396336.0,4,45,Offer B,Yes,0.0,Yes,No,,,,,,,,,,,One Year,Yes,Credit Card,1.09,0.0,0.0,0.0,4.05,0.0,0,,,Médio-Alto,Baixo,Baixo
3889-VWBID,Male,52,Yes,1,Antelope,95843,38715498,-121363411.0,1,68,,Yes,0.0,No,Yes,DSL,27.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,82.85,0.0,0.0,0.0,4.12,20.57,0,,,Alto,Médio-Alto,Médio-Alto
3890-RTCMS,Male,29,No,0,Millville,96062,40531257,-122148139.0,0,16,,Yes,0.0,No,Yes,DSL,59.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,1.45,0.0,0.0,0.0,7.02,14.02,0,,,Baixo,Baixo,Baixo
3891-NLXJB,Male,26,No,0,San Jose,95131,37387027,-121897775.0,0,37,,No,,,Yes,DSL,69.0,Yes,Yes,No,Yes,No,No,Yes,No,Two Year,Yes,Credit Card,16.55,1390.85,0.0,0.0,0.0,1440.85,0,,,Médio-Alto,Baixo,Baixo
3891-PUQOD,Female,40,No,3,Los Angeles,90063,34044271,-118185237.0,0,1,,Yes,0.0,No,Yes,DSL,24.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,11.02,0.0,0.0,0.0,13.58,72.78,1,Dissatisfaction,Service dissatisfaction,Baixo,Baixo,Baixo
3892-NXAZG,Male,56,Yes,1,Downieville,95936,39578792,-120780786.0,4,72,Offer A,Yes,0.0,Yes,Yes,Fiber Optic,29.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,18.05,0.0,0.0,0.0,10.32,19.52,0,,,Alto,Baixo,Baixo
3893-JRNFS,Male,19,No,0,Palmdale,93550,34536232,-118082935.0,0,68,,No,,,Yes,DSL,58.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,15.09,0.0,0.0,0.0,0.0,12.35,0,,,Alto,Baixo,Baixo
3896-RCYYE,Female,61,No,0,Atwater,95301,37321233,-120656354.0,0,67,,No,,,Yes,DSL,11.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,5.04,0.0,0.0,0.0,0.0,3.15,0,,,Alto,Baixo,Baixo
3896-ZVNET,Female,42,Yes,3,Gerber,96035,4003194,-122176023.0,7,24,,Yes,0.0,Yes,No,,,,,,,,,,,Two Year,No,Mailed Check,0.07,571.75,0.0,0.0,497.76,13.51,0,,,Médio-Baixo,Baixo,Baixo
3898-BSJYF,Female,23,No,1,Herlong,96113,40198234,-12018089.0,0,10,Offer D,Yes,0.0,Yes,Yes,Cable,26.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,1.55,0.0,0.0,0.0,22.04,19.07,0,,,Baixo,Baixo,Baixo
3898-GUYTS,Female,71,No,0,Ravendale,96123,40845738,-120322219.0,0,45,,Yes,0.0,Yes,Yes,Fiber Optic,4.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,1.05,0.0,0.0,0.0,18.15,11.02,0,,,Médio-Alto,Baixo,Baixo
3900-AQPHZ,Female,45,No,0,Pearblossom,93553,34445239,-117894868.0,0,1,,Yes,0.0,No,No,,,,,,,,,,,Month-to-Month,No,Mailed Check,19.09,0.0,0.0,0.0,1.51,21.41,1,Attitude,Attitude of support person,Baixo,Baixo,Baixo
3902-FOIGH,Male,66,Yes,0,Doyle,96109,40012675,-120101857.0,1,12,,Yes,0.0,Yes,Yes,Fiber Optic,4.0,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,5.35,0.0,0.0,0.0,0.0,0.55,1,Dissatisfaction,Product dissatisfaction,Baixo,Baixo,Baixo
3902-MIVLE,Male,35,Yes,0,Whittier,90601,34007353,-118033683.0,3,63,Offer B,Yes,0.0,Yes,Yes,DSL,21.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,3.07,0.0,0.0,0.0,21.45,18.15,0,,,Alto,Baixo,Baixo
3904-UKFRE,Male,27,No,0,Stockton,95205,37965695,-121260051.0,0,4,Offer E,Yes,0.0,Yes,Yes,Fiber Optic,82.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,8.01,0.0,0.0,0.0,176.64,512.79,0,,,Baixo,Baixo,Baixo
3908-BLSYF,Female,40,No,0,Los Altos,94024,37352911,-122093002.0,0,6,,Yes,25.93,No,Yes,Fiber Optic,24.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,11.09,0.0,0.0,0.0,11.58,5.13,1,Competitor,Competitor had better devices,Baixo,Baixo,Baixo
3908-MKIMJ,Male,79,Yes,0,Mount Shasta,96067,4133832,-122290756.0,9,68,,No,,,Yes,Cable,28.0,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,41.95,2965.75,0.0,0.0,0.0,2965.75,0,,,Alto,Médio-Baixo,Médio-Baixo
3910-MRQOY,Female,28,Yes,0,Orick,95555,41336354,-124044354.0,8,72,,Yes,0.0,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,19.04,0.0,0.0,0.0,926.64,23.09,0,,,Alto,Baixo,Baixo
3911-RSNHI,Female,46,Yes,0,Rocklin,95765,38823278,-121281856.0,2,71,Offer A,No,,,Yes,DSL,27.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,13.04,0.0,0.0,0.0,0.0,14.35,0,,,Alto,Baixo,Baixo
3913-FCUUW,Female,52,Yes,1,Hanford,93230,3629223,-119622676.0,8,72,Offer A,Yes,0.0,Yes,Yes,DSL,19.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,22.45,0.0,0.0,0.0,13.02,18.09,0,,,Alto,Baixo,Baixo
3913-RDSJZ,Female,40,Yes,0,Los Angeles,90019,34049841,-11833846.0,9,64,,Yes,0.0,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,1.55,0.0,0.0,0.0,3160.96,4875.91,0,,,Alto,Baixo,Baixo
3914-FDRHP,Male,25,No,0,Warner Springs,92086,33323705,-116626907.0,0,9,,Yes,0.0,No,Yes,Fiber Optic,59.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,14.25,0.0,0.0,0.0,9.06,11.56,0,,,Baixo,Baixo,Baixo
3915-ODIYG,Male,72,No,0,Cotati,94931,38326215,-122718742.0,0,60,,Yes,0.0,Yes,Yes,DSL,29.0,Yes,Yes,No,No,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,71.75,0.0,0.0,0.0,0.0,4.55,0,,,Alto,Médio-Alto,Médio-Alto
3916-NRPAP,Male,21,No,0,Escalon,95320,37818543,-121006907.0,0,3,Offer E,Yes,29.84,No,Yes,Fiber Optic,30.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,13.07,256.75,0.0,0.0,17.52,10.27,0,,,Baixo,Baixo,Baixo
3920-HIHMQ,Female,53,No,1,Scotts Valley,95066,37070177,-122010077.0,0,26,,Yes,0.0,Yes,Yes,DSL,19.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,1.05,1265.65,0.0,0.0,424.84,16.49,0,,,Médio-Baixo,Baixo,Baixo
3923-CSIHK,Female,69,Yes,0,Herald,95638,38313447,-121123886.0,1,50,,Yes,0.0,No,Yes,Cable,24.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,23.05,3444.85,0.0,0.0,0.0,3674.85,1,Dissatisfaction,Poor expertise of online support,Médio-Alto,Baixo,Baixo
3926-CUQZX,Male,27,No,0,Campo,91906,32673483,-116472863.0,0,1,Offer E,Yes,0.0,No,Yes,DSL,58.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,21.01,0.0,0.0,0.0,11.06,8.16,1,Other,Don't know,Baixo,Baixo,Baixo
3926-YZVVX,Female,62,No,0,Sacramento,95841,38660442,-121346321.0,0,41,,Yes,0.0,No,Yes,Cable,12.0,No,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,2.05,0.0,0.0,0.0,5.22,18.27,0,,,Médio-Alto,Baixo,Baixo
3927-NLNRY,Male,48,Yes,0,Long Barn,95335,38109125,-120078597.0,1,53,Offer B,Yes,0.0,No,Yes,Fiber Optic,9.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,22.25,4867.95,0.0,0.0,835.81,5703.76,1,Other,Moved,Médio-Alto,Baixo,Baixo
3930-ZGWVE,Male,45,No,0,Stanton,90680,33801869,-117995068.0,0,1,,Yes,0.0,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,0.0,0.0,0.0,0.0,0.0,11.52,0,,,Baixo,Baixo,Baixo
3932-CMDTD,Female,29,No,0,Foothill Ranch,92610,33698728,-11767768.0,0,4,,Yes,0.0,No,Yes,Fiber Optic,52.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.65,0.0,0.0,0.0,5.08,17.07,1,Dissatisfaction,Limited range of services,Baixo,Alto,Alto
3932-IJWDZ,Male,51,No,0,Willits,95490,39492046,-123375818.0,0,45,Offer B,Yes,24.75,Yes,Yes,Fiber Optic,13.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.65,4747.85,0.0,0.0,1113.75,5.06,0,,,Médio-Alto,Alto,Alto
3933-DQPWX,Female,48,No,0,Barstow,92311,34965648,-117001509.0,0,50,,No,,,Yes,DSL,6.0,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,15.07,0.0,0.0,0.0,0.0,0.0,0,,,Médio-Alto,Baixo,Baixo
3934-HXCFZ,Male,33,Yes,0,Pinecrest,95364,38224869,-119755729.0,1,23,Offer D,Yes,0.0,Yes,Yes,Fiber Optic,7.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3.25,0.0,0.0,0.0,9.06,0.0,1,Dissatisfaction,Service dissatisfaction,Médio-Baixo,Baixo,Baixo
3935-TBRZZ,Male,54,Yes,0,Twentynine Palms,92278,34457829,-116139589.0,10,44,Offer B,Yes,0.0,Yes,No,,,,,,,,,,,One Year,No,Credit Card,1.07,0.0,0.0,0.0,2.52,9.02,0,,,Médio-Alto,Baixo,Baixo
3936-QQFLL,Male,58,No,0,Calimesa,92320,33982787,-117057627.0,0,2,,Yes,0.0,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,0.0,0.0,0.0,0.0,0.0,19.24,0,,,Baixo,Baixo,Baixo
3938-YFPXD,Male,55,No,0,Janesville,96114,40294034,-120512622.0,0,72,Offer A,Yes,0.0,Yes,Yes,DSL,27.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,12.03,0.0,0.0,0.0,2.16,23.26,0,,,Alto,Baixo,Baixo
3941-XTSKM,Male,32,Yes,0,Burnt Ranch,95527,40854512,-123450097.0,6,42,,No,,,Yes,DSL,26.0,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,21.01,0.0,0.0,0.0,0.0,9.05,0,,,Médio-Alto,Baixo,Baixo
3943-KDREE,Female,48,No,0,Los Angeles,90010,34062125,-118315709.0,0,26,,Yes,0.0,Yes,Yes,Fiber Optic,15.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,0.0,0.0,0.0,455.78,2290.73,1,Other,Don't know,Médio-Baixo,Médio-Alto,Médio-Alto
3945-GFWQL,Female,33,No,1,San Jose,95113,37333851,-121891147.0,0,12,,Yes,0.0,No,Yes,DSL,16.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.55,0.0,18.21,0.0,61.92,20.31,1,Price,Extra data charges,Baixo,Baixo,Baixo
3946-JEWRQ,Male,21,Yes,0,Sherman Oaks,91403,34147149,-118463365.0,1,47,,Yes,0.0,Yes,Yes,Fiber Optic,85.0,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,23.02,0.0,0.0,0.0,983.71,5626.71,0,,,Médio-Alto,Baixo,Baixo
3946-MHCZW,Male,50,No,0,Ontario,91761,34035602,-117591528.0,0,1,Offer E,Yes,0.0,No,Yes,DSL,11.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,2.09,0.0,0.0,0.0,0.0,57.85,1,Attitude,Attitude of support person,Baixo,Baixo,Baixo
3948-FVVRP,Male,43,Yes,2,Santa Maria,93455,34818227,-120418784.0,2,9,,Yes,0.0,No,Yes,DSL,24.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,6.08,0.0,0.0,0.0,16.14,852.94,0,,,Baixo,Baixo,Baixo
3948-KXDUF,Male,64,No,0,Los Gatos,95033,37160194,-121945611.0,0,66,,Yes,0.0,Yes,Yes,Cable,10.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,68.75,0.0,0.0,0.0,10.32,5801.87,0,,,Alto,Médio-Alto,Médio-Alto
3948-XHGNA,Male,35,No,0,San Diego,92117,32825086,-117199424.0,0,24,,Yes,0.0,No,Yes,DSL,28.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.55,0.0,0.0,0.0,9.36,1555.76,1,Other,Don't know,Médio-Baixo,Baixo,Baixo
3950-VPYJB,Male,37,Yes,3,Chester,96020,40243494,-121154733.0,7,57,,Yes,0.0,No,Yes,DSL,58.0,Yes,Yes,No,Yes,No,No,No,No,One Year,No,Credit Card,11.06,0.0,0.0,0.0,13.35,4408.75,0,,,Alto,Baixo,Baixo
3951-NJCVI,Female,76,Yes,0,Cathedral City,92234,33829583,-116474131.0,10,42,,Yes,0.0,Yes,Yes,Fiber Optic,10.0,No,No,No,No,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,23.05,0.0,0.0,0.0,0.18,5820.68,0,,,Médio-Alto,Baixo,Baixo
3955-JBZZM,Male,45,No,0,Hermosa Beach,90254,3386532,-118396336.0,0,20,Offer D,Yes,0.0,No,Yes,Fiber Optic,24.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,23.59,0.0,0.0,0.0,19.08,5.01,0,,,Médio-Baixo,Baixo,Baixo
3956-CJUST,Female,67,No,0,San Francisco,94115,37786031,-122437301.0,0,23,,Yes,0.0,No,Yes,Fiber Optic,25.0,Yes,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,3.04,0.0,0.0,0.0,21.26,0.0,0,,,Médio-Baixo,Baixo,Baixo
3956-MGXOG,Female,62,No,0,Modesto,95350,37671806,-121007575.0,0,28,,Yes,33.84,No,Yes,Fiber Optic,5.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,8.06,0.0,0.0,0.0,11.52,0.47,0,,,Médio-Baixo,Baixo,Baixo
3957-HHLMR,Female,50,Yes,0,Aguanga,92536,33482243,-116827173.0,1,70,Offer A,Yes,29.72,Yes,Yes,DSL,12.0,Yes,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,17.02,0.0,0.0,0.0,16.04,23.55,0,,,Alto,Baixo,Baixo
3957-LXOLK,Female,75,No,0,Shingletown,96088,40497441,-121827524.0,0,28,Offer C,Yes,0.0,Yes,Yes,Fiber Optic,28.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,10.15,0.0,0.0,0.0,270.76,15.26,1,Competitor,Competitor offered more data,Médio-Baixo,Baixo,Baixo
3957-SQXML,Female,61,Yes,0,Los Angeles,90068,34137411,-118328915.0,10,34,,Yes,0.0,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,24.95,0.0,0.0,0.0,17.14,23.44,0,,,Médio-Baixo,Baixo,Baixo
3961-SXAXY,Male,49,No,0,Thousand Oaks,91362,34191842,-118822796.0,0,1,Offer E,Yes,30.73,No,Yes,Cable,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,20.05,0.0,0.0,0.0,30.73,74.78,0,,,Baixo,Baixo,Baixo
3963-RYFNS,Female,25,No,0,Venice,90291,33991782,-118479229.0,0,72,Offer A,Yes,0.0,Yes,Yes,Fiber Optic,51.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,20.45,0.0,0.0,0.0,13.44,11596.99,0,,,Alto,Baixo,Baixo
3966-HRMZA,Female,74,No,0,Bishop,93514,3704584,-118397236.0,0,3,Offer E,Yes,0.0,No,Yes,Fiber Optic,13.0,No,No,Yes,No,No,No,No,No,One Year,No,Credit Card,3.05,0.0,5.49,0.0,4.32,331.73,0,,,Baixo,Baixo,Baixo
3967-KXAPS,Male,42,Yes,0,Los Angeles,90061,3392128,-118274186.0,5,72,Offer A,Yes,0.0,Yes,Yes,DSL,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,20.03,0.0,0.0,0.0,18.48,18.38,0,,,Alto,Baixo,Baixo
3967-VQOGC,Female,54,Yes,1,Leggett,95585,39873371,-123741474.0,4,67,,Yes,0.0,Yes,No,,,,,,,,,,,Two Year,Yes,Credit Card,0.09,0.0,0.0,0.0,1167.81,16.06,0,,,Alto,Baixo,Baixo
3969-GYXEL,Female,46,No,0,Berkeley,94708,37897743,-122263124.0,0,11,,Yes,0.0,No,Yes,Fiber Optic,20.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,4.04,0.0,0.0,0.0,401.72,16.42,0,,,Baixo,Baixo,Baixo
3969-JQABI,Female,47,Yes,0,Palo Alto,94303,3745809,-122115398.0,0,58,,Yes,0.0,No,Yes,DSL,20.0,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,17.25,0.0,0.0,0.0,1.28,6230.88,0,,,Alto,Baixo,Baixo
3970-XGJDU,Female,45,No,0,West Hills,91307,34199787,-11868493.0,0,62,,Yes,0.0,No,No,,,,,,,,,,,Two Year,Yes,Credit Card,19.02,1123.65,0.0,0.0,1489.86,21.51,0,,,Alto,Baixo,Baixo
3973-SKMLN,Male,49,No,0,Carlsbad,92008,33148116,-117306043.0,0,71,,Yes,0.0,No,No,,,,,,,,,,,Two Year,Yes,Credit Card,19.09,0.0,18.18,0.0,1577.62,10.54,0,,,Alto,Baixo,Baixo
3976-BWUCK,Female,63,Yes,0,San Diego,92130,32957195,-117202542.0,1,30,,Yes,0.0,Yes,Yes,Fiber Optic,24.0,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,22.01,0.0,0.0,0.0,18.03,3014.75,1,Competitor,Competitor made better offer,Médio-Baixo,Baixo,Baixo
3976-HXHCE,Male,57,No,0,Belvedere Tiburon,94920,37885629,-12246858.0,0,72,,Yes,45.75,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,19.03,0.0,0.0,0.0,0.0,4.08,0,,,Alto,Baixo,Baixo
3976-NLDEZ,Male,55,No,0,Mira Loma,91752,33999992,-117535395.0,0,1,Offer E,Yes,0.0,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.06,0.0,0.0,0.0,1.48,22.08,0,,,Baixo,Baixo,Baixo
3977-QCRSL,Female,30,No,0,Warner Springs,92086,33323705,-116626907.0,0,5,Offer E,Yes,0.0,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.15,117.95,0.0,0.0,0.0,14.08,0,,,Baixo,Baixo,Baixo
3978-YNKDD,Male,62,No,2,Culver City,90232,34019323,-118391902.0,0,19,,Yes,0.0,No,No,,,,,,,,,,,Two Year,No,Credit Card,0.0,0.0,0.0,0.0,15.04,2.54,0,,,Médio-Baixo,Baixo,Baixo
3981-QSVQI,Male,28,No,0,Bakersfield,93305,35391733,-118984109.0,0,8,Offer E,Yes,0.0,No,No,,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,19.07,0.0,0.0,0.0,9.02,10.01,0,,,Baixo,Baixo,Baixo
3982-DQLUS,Male,78,Yes,1,Sunland,91040,34282704,-118312929.0,10,65,,Yes,0.0,Yes,Yes,Fiber Optic,23.0,Yes,Yes,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,85.75,0.0,14.09,0.0,5.02,15.56,0,,,Alto,Médio-Alto,Médio-Alto
3982-JGSFD,Male,37,No,0,Madera,93638,37004068,-119930027.0,0,36,,Yes,0.0,No,No,,,,,,,,,,,One Year,Yes,Credit Card,20.35,695.85,0.0,0.0,457.92,1153.77,0,,,Médio-Baixo,Baixo,Baixo
3982-XWFZQ,Female,30,Yes,0,Denair,95316,37524721,-120757977.0,2,42,Offer B,Yes,0.0,Yes,Yes,Cable,41.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,2.25,0.0,4.49,0.0,21.18,12.34,1,Competitor,Competitor offered more data,Médio-Alto,Baixo,Baixo
3985-HOYPM,Male,29,No,0,Washington,95986,3934128,-120786867.0,0,26,,Yes,0.0,No,No,,,,,,,,,,,One Year,No,Credit Card,19.04,0.0,4.25,0.0,165.88,15.18,0,,,Médio-Baixo,Baixo,Baixo
